objectid,subject,filename,title,format,description,RULEDATE15,date,RULEMONTH,longitude,latitude,GCITY,GSTATE,location
mid333,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WILKINSON HOMESTEAD HISTORICAL SOCIETY,image/jpeg,,200102,2001,02,-85.3508,45.10792,EASTPORT,MI,"EASTPORT, MI"
mid334,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,PARADISE & MAYFIELD HISTORICAL SOCIETY,image/jpeg,,200202,2002,02,-85.53447,44.5737,KINGSLEY,MI,"KINGSLEY, MI"
mid335,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,CORUNNA HISTORICAL VILLAGE OF SHIAWASSEE COUNTY,image/jpeg,,200209,2002,09,-84.11788,42.98311,CORUNNA,MI,"CORUNNA, MI"
mid336,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,STOCKBRIDGE AREA GENEALOGICAL HISTORICAL SOCIETY,image/jpeg,,200304,2003,04,-84.22744,42.46135,STOCKBRIDGE,MI,"STOCKBRIDGE, MI"
mid337,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HOLLAND HARBOR LIGHTHOUSE HISTORICAL COMMISSION,image/jpeg,,199303,1993,03,-86.20797,42.76649,MACATAWA,MI,"MACATAWA, MI"
mid338,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WAUSAU HISTORIC LANDMARKS,image/jpeg,,199404,1994,04,-87.8952,45.78516,NORWAY,MI,"NORWAY, MI"
mid339,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GULL ROCK LIGHTKEEPERS,image/jpeg,HTTP://WWW.GULLROCKLIGHTKEEPERS.ORG/,200406,2004,06,-87.88773,47.47009,COPPER HARBO,MI,"COPPER HARBO, MI"
mid340,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BELLEVUE HISTORICAL SOCIETY,image/jpeg,,201202,2012,02,-85.01803,42.44491,BELLEVUE,MI,"BELLEVUE, MI"
mid341,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,COMMUNITY HISTORICAL SOCIETY,image/jpeg,,199001,1990,01,-85.32397,41.95637,COLON,MI,"COLON, MI"
mid342,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BARAGA COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.BARAGACOUNTYHISTORICALMUSEUM.COM/,199305,1993,05,-88.47726,46.73863,BARAGA,MI,"BARAGA, MI"
mid343,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CHAMPION-BEACON-HUMBOLDT HISTORICAL SOCIETY,image/jpeg,,200803,2008,03,-87.91214,46.4937,CHAMPION,MI,"CHAMPION, MI"
mid344,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HUBBARDSTON AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HUBBARDSTON.ORG,200311,2003,11,-84.8497,43.09776,HUBBARDSTON,MI,"HUBBARDSTON, MI"
mid345,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CLYDE HISTORICAL SOCIETY,image/jpeg,,200603,2006,03,-82.6348,43.04872,CLYDE,MI,"CLYDE, MI"
mid346,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,SWARTZ CREEK AREA HISTORICAL SOCIETY,image/jpeg,HTTP://SWARTZCREEKHISTORY.COM,201305,2013,05,-83.90834,42.89798,GAINES,MI,"GAINES, MI"
mid347,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MARTIN JOHNSON HERITAGE MUSEUM,image/jpeg,HTTPS://BIGBASSLAKEMI.WORDPRESS.COM/MARTIN-JOHNSON-HERITAGE-MUSEUM-NEW/,200911,2009,11,-85.87354,43.8986,BALDWIN,MI,"BALDWIN, MI"
mid348,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SALEM COMMUNITY EVENTS ASSOCIATION,image/jpeg,HTTP://WWW.SALEMFLAGDAY.COM,201004,2010,04,-83.57749,42.40828,SALEM,MI,"SALEM, MI"
mid349,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HISTORIC ELK RAPIDS TOWN HALL ASSOCIATION,image/jpeg,HTTP://WWW.ERTOWNHALL.ORG/,201008,2010,08,-85.41863,44.89703,ELK RAPIDS,MI,"ELK RAPIDS, MI"
mid350,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,YUBA HISTORIC SOCIETY,image/jpeg,,201011,2010,11,-85.44636,44.80704,WILLIAMSBURG,MI,"WILLIAMSBURG, MI"
mid351,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CHARLEVOIX COUNTY HISTORY PRESERVATION SOCIETY,image/jpeg,,200711,2007,11,-85.07473,45.21746,BOYNE CITY,MI,"BOYNE CITY, MI"
mid352,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HADLEY TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,200412,2004,12,-83.39987,42.94105,HADLEY,MI,"HADLEY, MI"
mid353,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WAKEFIELD HISTORICAL SOCIETY,image/jpeg,,201105,2011,05,-89.94101,46.47474,WAKEFIELD,MI,"WAKEFIELD, MI"
mid354,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ACME HERITAGE SOCIETY,image/jpeg,,201104,2011,04,-85.50663,44.76486,ACME,MI,"ACME, MI"
mid355,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,FRANKLIN TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,200210,2002,10,-84.08322,38.83162,FELICITY,OH,"FELICITY, OH"
mid356,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HISTORIC CENTER STREET ASSOCIATION,image/jpeg,,200206,2002,06,-81.31985,40.41126,DENNISON,OH,"DENNISON, OH"
mid357,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WHITE WATER SHAKER VILLAGE,image/jpeg,HTTP://WWW.WHITEWATERVILLAGE.ORG/,200310,2003,10,-84.74705,39.30089,HARRISON,OH,"HARRISON, OH"
mid358,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BUCKLAND HISTORICAL SOCIETY,image/jpeg,HTTPS://WWW.FACEBOOK.COM/BHSMASS,200812,2008,12,-84.24917,40.64199,WAPAKONETA,OH,"WAPAKONETA, OH"
mid359,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,VIETNAM TRAVELING WALL,image/jpeg,HTTP://WWW.TRAVELINGWALL.US/,200605,2006,05,-83.34912,40.9489,CAREY,OH,"CAREY, OH"
mid360,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,LAFAYETTE JACKSON HISTORICAL SOCIETY,image/jpeg,,200401,2004,01,-83.95028,40.75797,LAFAYETTE,OH,"LAFAYETTE, OH"
mid361,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,FRANKFORT AREA HISTORICAL SOCIETY,image/jpeg,,200507,2005,07,-83.18693,39.38954,FRANKFORT,OH,"FRANKFORT, OH"
mid362,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ARCANUM WAYNE TRAIL HISTORICAL SOCIETY,image/jpeg,,200509,2005,09,-84.55457,39.99124,ARCANUM,OH,"ARCANUM, OH"
mid363,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MINERAL CITY AREA HISTORICAL SOCIETY,image/jpeg,,200611,2006,11,-81.33613,40.56577,MINERAL CITY,OH,"MINERAL CITY, OH"
mid364,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LOWER MUSKINGUM HISTORICAL SOCIETY,image/jpeg,,197208,1972,08,-81.58294,39.57297,LOWELL,OH,"LOWELL, OH"
mid365,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,DAMASCUS AREA HISTORICAL SOCIETY OF OHIO,image/jpeg,,198009,1980,09,-80.95763,40.89777,DAMASCUS,OH,"DAMASCUS, OH"
mid366,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BUCKEYE FURNACE,image/jpeg,,200805,2008,05,-82.45928,39.05456,WELLSTON,OH,"WELLSTON, OH"
mid367,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,EDGERTON HISTORICAL SOCIETY,image/jpeg,,200810,2008,10,-84.72968,41.46433,EDGERTON,OH,"EDGERTON, OH"
mid368,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PITTSFIELD TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.PITTSFIELDTOWNSHIPHISTORICALSOCIETY.COM/,200907,2009,07,-82.23588,41.1444,WELLINGTON,OH,"WELLINGTON, OH"
mid369,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,LUCKEY HISTORICAL SOCIETY,image/jpeg,,200907,2009,07,-83.47979,41.45389,LUCKEY,OH,"LUCKEY, OH"
mid370,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,WAYNESBURG AREA HISTORICAL SOCIETY,image/jpeg,,200904,2009,04,-81.25664,40.66791,WAYNESBURG,OH,"WAYNESBURG, OH"
mid371,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,JOHNSTON FARM,image/jpeg,HTTP://WWW.JOHNSTONFARMOHIO.COM/,200906,2009,06,-84.26088,40.18207,PIQUA,OH,"PIQUA, OH"
mid372,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SERPENT MOUND MUSEUM,image/jpeg,HTTP://WWW.SERPENTMOUND.ORG/,201303,2013,03,-83.39311,38.97378,PEEBLES,OH,"PEEBLES, OH"
mid373,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ANNA DISTRICT HISTORICAL SOCIETY,image/jpeg,HTTP://VILLAGEOFANNAOH.COM/,201009,2010,09,-84.13524,40.42019,ANNA,OH,"ANNA, OH"
mid374,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WILLIAMSPORT CHAPEL,image/jpeg,,200908,2009,08,-80.60586,40.77428,ROGERS,OH,"ROGERS, OH"
mid375,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,REILY TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.REILYHISTORY.NET/,201008,2010,08,-84.76133,39.40106,OXFORD,OH,"OXFORD, OH"
mid376,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,WINONA AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.WAHSOHIO.ORG/,201012,2010,12,-80.89826,40.82307,WINONA,OH,"WINONA, OH"
mid377,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PIERPONT HERITAGE,image/jpeg,,201103,2011,03,-80.60756,41.75227,PIERPONT,OH,"PIERPONT, OH"
mid378,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HEARTLAND EARTHWORKS CONSERVANCY,image/jpeg,,201111,2011,11,-83.42715,39.19529,HILLSBORO,OH,"HILLSBORO, OH"
mid379,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MORELAND COMMUNITY HISTORICAL SOCIETY,image/jpeg,,201203,2012,03,-81.94347,40.71153,WOOSTER,OH,"WOOSTER, OH"
mid380,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,FOWLER TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,200406,2004,06,-80.65564,41.31105,FOWLER,OH,"FOWLER, OH"
mid381,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SUFFIELD TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.SUFFIELDTOWNSHIPOHIO.COM/HISTORICAL-SOCIETY/ABOUT.HTML,201006,2010,06,-81.32,41.04521,MOGADORE,OH,"MOGADORE, OH"
mid382,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,NORTH JACKSON HISTORICAL SOCIETY,image/jpeg,,201203,2012,03,-80.86826,41.08351,NORTH JACKSO,OH,"NORTH JACKSO, OH"
mid383,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MORROW COUNTY HISTORICAL SOCIETY,image/jpeg,,198202,1982,02,-82.80001,40.55815,MOUNT GILEAD,OH,"MOUNT GILEAD, OH"
mid384,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BAINBRIDGE HISTORICAL SOCIETY,image/jpeg,HTTP://BAINBRIDGEDENTALMUSEUM.ORG,198903,1989,03,-83.26559,39.21849,BAINBRIDGE,OH,"BAINBRIDGE, OH"
mid385,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HEBRON HISTORICAL SOCIETY,image/jpeg,,198111,1981,11,-82.49931,39.96084,HEBRON,OH,"HEBRON, OH"
mid386,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PLAIN CITY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.PLAINCITYHISTORICALSOCIETY.ORG/,198606,1986,06,-83.27021,40.11501,PLAIN CITY,OH,"PLAIN CITY, OH"
mid387,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MORRISTOWN HISTORIC PRESERVATION ASSOCIATION,image/jpeg,HTTP://WWW.MORRISTOWNOHIO.ORG/,198408,1984,08,-81.07193,40.06367,MORRISTOWN,OH,"MORRISTOWN, OH"
mid388,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,PIKE COUNTY GENEALOGICAL AND HISTORICAL SOCIETY,image/jpeg,,201409,2014,09,-82.99943,38.90365,LUCASVILLE,OH,"LUCASVILLE, OH"
mid389,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MANCHESTER HISTORICAL SOCIETY,image/jpeg,,200409,2004,09,-83.62102,38.72403,MANCHESTER,OH,"MANCHESTER, OH"
mid390,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,PONY WAGON HISTORICAL MUSEUM,image/jpeg,,198901,1989,01,-83.94338,40.12262,ST PARIS,OH,"ST PARIS, OH"
mid391,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HISTORICAL SOCIETY OF PERRY COUNTY,image/jpeg,,200907,2009,07,-82.33071,39.80423,SOMERSET,OH,"SOMERSET, OH"
mid392,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,RAILROAD MODEL AND HISTORICAL SOCIETY OF SOUTHERN OHIO,image/jpeg,HTTP://WWW.IRONHEADSOFSEO.ORG,201504,2015,04,-82.20397,39.22686,ALBANY,OH,"ALBANY, OH"
mid393,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,LEWISBURG HISTORICAL SOCIETY,image/jpeg,,199502,1995,02,-84.53756,39.85114,LEWISBURG,OH,"LEWISBURG, OH"
mid394,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MATAMORAS AREA HISTORICAL SOCIETY,image/jpeg,HTTP://MATAMORASHISTORY.ORG/,199209,1992,09,-81.06188,39.52387,NEW MATAMORAS,OH,"NEW MATAMORAS, OH"
mid395,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,JAMESTOWN AREA HISTORICAL SOCIETY,image/jpeg,,199908,1999,08,-83.75208,39.64035,JAMESTOWN,OH,"JAMESTOWN, OH"
mid396,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CHRISHOLM,image/jpeg,HTTP://WWW.CHRISHOLMHISTORICFARMSTEAD.ORG/,199502,1995,02,-84.45276,39.44553,TRENTON,OH,"TRENTON, OH"
mid397,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,WESTERN WASHINGTON COUNTY AREA,image/jpeg,,199812,1998,12,-81.66663,39.38569,BARLOW,OH,"BARLOW, OH"
mid398,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HISTORICAL SOCIETY OF SMITHFIELD OHIO,image/jpeg,,199805,1998,05,-80.78251,40.26928,SMITHFIELD,OH,"SMITHFIELD, OH"
mid399,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ELIZABETH TWSP HISTORICAL SOCIETY,image/jpeg,,199806,1998,06,-84.09989,39.99925,TROY,OH,"TROY, OH"
mid400,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MEDWAY AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.MEDWAYHISTORICALSOCIETY.ORG/MEDWAY-VILLAGE.HTML,200203,2002,03,-84.01359,39.87992,MEDWAY,OH,"MEDWAY, OH"
mid401,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,RANDOLPH TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.RTHS.ORG,199905,1999,05,-84.30193,39.87962,ENGLEWOOD,OH,"ENGLEWOOD, OH"
mid402,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BALTIC AREA HISTORICAL SOCIETY,image/jpeg,,200210,2002,10,-81.70409,40.44059,BALTIC,OH,"BALTIC, OH"
mid403,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,VINTON COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,image/jpeg,,200003,2000,03,-82.48052,39.24448,MCARTHUR,OH,"MCARTHUR, OH"
mid404,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MORGAN TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,200108,2001,08,-84.71319,39.32492,SHANDON,OH,"SHANDON, OH"
mid405,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ALGONAC/CLAY TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.ACHISTORY.COM/ACH1,200007,2000,07,-84.42618,39.86343,BROOKVILLE,OH,"BROOKVILLE, OH"
mid406,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BELLBROOK-SUGARCREEK HISTORICAL SOCIETY,image/jpeg,,200105,2001,05,-84.10126,39.5939,BELLBROOK,OH,"BELLBROOK, OH"
mid407,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WALHONDING VALLEY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.WVHISTORICALSOCIETY.ORG/,201406,2014,06,-82.03707,40.32504,WARSAW,OH,"WARSAW, OH"
mid408,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BEAVER VALLEY HISTORICAL SOCIETY,image/jpeg,,200307,2003,07,-82.8151,38.95805,BEAVER,OH,"BEAVER, OH"
mid409,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MEIGS COUNTY PIONEER AND HISTORICAL SOCIETY,image/jpeg,HTTP://MEIGSCOHISTORICAL.ORG/,196706,1967,06,-82.03699,39.07,POMEROY,OH,"POMEROY, OH"
mid410,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WOODVILLE HISTORICAL SOCIETY,image/jpeg,,198102,1981,02,-83.36268,41.4502,WOODVILLE,OH,"WOODVILLE, OH"
mid411,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HISTORICAL ENGINE SOCIETY,image/jpeg,HTTP://WWW.HISTORICALENGINE.COM/,197608,1976,08,-81.15275,41.44822,BURTON,OH,"BURTON, OH"
mid412,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ALPINE HILLS HISTORICAL MUSEUM,image/jpeg,,197711,1977,11,-81.64185,40.50349,SUGARCREEK,OH,"SUGARCREEK, OH"
mid413,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,JOHN PAULDING HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.JOHNPAULDINGHISTORICALSOCIETY.ORG/,197903,1979,03,-84.56771,41.13322,PAULDING,OH,"PAULDING, OH"
mid414,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,DALTON COMMUNITY HISTORICAL SOCIETY,image/jpeg,,197809,1978,09,-81.69299,40.7774,DALTON,OH,"DALTON, OH"
mid415,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,SPENCER HISTORICAL SOCIETY,image/jpeg,,198005,1980,05,-82.0962,41.095,SPENCER,OH,"SPENCER, OH"
mid416,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MARSHALLVILLE HISTORICAL SOCIETY,image/jpeg,,198011,1980,11,-81.73131,40.90241,MARSHALLVILLE,OH,"MARSHALLVILLE, OH"
mid417,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,STEMTOWN HISTORICAL SOCIETY,image/jpeg,,200406,2004,06,-83.05046,41.25803,GREEN SPRINGS,OH,"GREEN SPRINGS, OH"
mid418,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,WINESBURG HISTORICAL SOCIETY,image/jpeg,,201308,2013,08,-81.69602,40.61607,WINESBURG,OH,"WINESBURG, OH"
mid419,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,SCIENCE HILL HISTORICAL SOCIETY,image/jpeg,,201210,2012,10,-81.17279,40.93406,ALLIANCE,OH,"ALLIANCE, OH"
mid420,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,COLUMBIA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.COLUMBIAHISTORICALSOCIETY.ORG/,198501,1985,01,-81.92979,41.31602,COLUMBIA STATION,OH,"COLUMBIA STATION, OH"
mid421,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HANOVER TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,198307,1983,07,-80.95458,40.7359,KENSINGTON,OH,"KENSINGTON, OH"
mid422,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,INDEPENDENCE HISTORICAL SOCIETY,image/jpeg,,199902,1999,02,-81.64007,41.38138,INDEPENDENCE,OH,"INDEPENDENCE, OH"
mid423,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,NORTH FAIRFIELD FIRELANDS HISTORICAL ASSOCIATION,image/jpeg,,200205,2002,05,-82.59633,41.09985,N FAIRFIELD,OH,"N FAIRFIELD, OH"
mid424,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,NEW KNOXVILLE HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.NKTELCO.NET/HISTORICALSOCIETY/,198408,1984,08,-84.30271,40.49224,NEW KNOXVILLE,OH,"NEW KNOXVILLE, OH"
mid425,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PLYMOUTH AREA HISTORICAL SOCIETY,image/jpeg,,198601,1986,01,-82.66512,40.99529,PLYMOUTH,OH,"PLYMOUTH, OH"
mid426,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HARRISON COUNTY GENEALOGICAL SOCIETY,image/jpeg,,201210,2012,10,-81.00627,40.26755,CADIZ,OH,"CADIZ, OH"
mid427,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,OHIO GENEALOGICAL SOCIETY,image/jpeg,,200511,2005,11,-81.88505,40.55103,MILLERSBURG,OH,"MILLERSBURG, OH"
mid428,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BUTLER CLEAR FORK VALLEY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.MUSEUMSUSA.ORG/MUSEUMS,201103,2011,03,-82.40627,40.5651,BUTLER,OH,"BUTLER, OH"
mid429,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,LIBERTY CENTER HISTORICAL SOCIETY,image/jpeg,,199602,1996,02,-83.98154,41.44991,LIBERTY CTR,OH,"LIBERTY CTR, OH"
mid430,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,GNADENHUTTEN HISTORICAL SOCIETY,image/jpeg,,199605,1996,05,-81.43219,40.35362,GNADENHUTTEN,OH,"GNADENHUTTEN, OH"
mid431,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BARTLOW TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,199102,1991,02,-83.89603,41.20786,DESHLER,OH,"DESHLER, OH"
mid432,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,KILLBUCK VALLEY HISTORICAL SOCIETY,image/jpeg,,201203,2012,03,-82.01164,40.48761,KILLBUCK,OH,"KILLBUCK, OH"
mid433,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HINCKLEY HISTORICAL SOCIETY,image/jpeg,,199008,1990,08,-81.73323,41.23902,HINCKLEY,OH,"HINCKLEY, OH"
mid434,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,EAGLE CREEK HISTORICAL ORGANIZATION,image/jpeg,,198904,1989,04,-83.64187,40.8965,ARLINGTON,OH,"ARLINGTON, OH"
mid435,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GRANGER HISTORICAL SOCIETY,image/jpeg,,201104,2011,04,-81.72714,41.15583,MEDINA,OH,"MEDINA, OH"
mid436,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BELLVILLE-JEFFERSON TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,199404,1994,04,-82.51243,40.61881,BELLVILLE,OH,"BELLVILLE, OH"
mid437,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HISTORICAL SOCIETY OF RUSSELL TOWNSHIP,image/jpeg,HTTP://WWW.OHIOLHA.ORG/MEMBERS/HISTORICAL-SOCIETY-OF-RUSSELL-TOWNSHIP/,200405,2004,05,-81.3017,41.46371,NOVELTY,OH,"NOVELTY, OH"
mid438,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HISTORICAL SOCIETY OF THE BRUNSWICK AREA,image/jpeg,HTTP://WWW.BRUNSWICKHISTORY.COM,199203,1992,03,-81.85806,41.22671,BRUNSWICK,OH,"BRUNSWICK, OH"
mid439,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BAINBRIDGE TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,200710,2007,10,-81.33953,41.38411,CHAGRIN FALL,OH,"CHAGRIN FALL, OH"
mid440,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,AUGLAIZE TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.AUGLAIZETOWNSHIPHISTORICALSOCIETY.COM/,200710,2007,10,-83.92115,40.70741,HARROD,OH,"HARROD, OH"
mid441,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,LYONS ROYALTON HISTORICAL SOCIETY,image/jpeg,,199405,1994,05,-84.07845,41.69514,LYONS,OH,"LYONS, OH"
mid442,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,YORK TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://YORKTWP.ORG/,199606,1996,06,-81.92643,41.16715,MEDINA,OH,"MEDINA, OH"
mid443,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HIRAM TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,197311,1973,11,-81.16464,41.34351,HIRAM,OH,"HIRAM, OH"
mid444,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CLEAR CREEK TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,199503,1995,03,-82.36407,40.9654,SAVANNAH,OH,"SAVANNAH, OH"
